video_id,gt_VCL,pred_VCL,VCL_error,gt_VSL,pred_VSL,VSL_error,gt_VAP,pred_VAP,VAP_error
DG121196 (1),0.6525,0.6495521681188887,0.0029478318811112514,0.6525,0.6192887441729706,0.03321125582702933,0.6525,0.4456983081691919,0.20680169183080804
DG121196 (1),0.875,0.872203490132407,0.0027965098675929445,0.875,0.741220167141085,0.13377983285891504,0.875,0.7690091618979743,0.1059908381020257
DG121196 (1),1.6833,1.6767338865617822,0.00656611343821778,0.3457,1.6564423087376574,1.3107423087376575,0.6006,1.5096013327223847,0.9090013327223847
DG121196 (1),0.125,0.12499999999999956,4.440892098500626e-16,0.125,0.12499999999999956,4.440892098500626e-16,0.125,0.12499999999999956,4.440892098500626e-16
DG121196 (1),1.3376,1.1245481674904618,0.21305183250953807,1.125,1.118381403326208,0.006618596673791943,0.9975,1.0566306761176099,0.059130676117609804
DG121196 (1),0.0901,0.08991669604724101,0.00018330395275899247,0.0901,0.01679373445374711,0.07330626554625289,0.0901,0.06586328904380394,0.02423671095619606
DG121196 (1),0.2565,0.25672459435211503,0.0002245943521150262,0.2565,0.2530333553234631,0.0034666446765369008,0.2565,0.1266453913876819,0.1298546086123181
DG121196 (1),1.5918,1.5882029315816624,0.0035970684183377344,0.1186,1.4673157671660184,1.3487157671660184,0.5828,1.4804881916075223,0.8976881916075223
DG121196 (1),2.3985,2.4411805904744783,0.042680590474478475,2.3699,2.4347957310082733,0.0648957310082734,1.1863,2.373871924724777,1.1875719247247771
DG121196 (1),2.0844,1.9319547100633885,0.15244528993661155,2.0699,1.9319547100633885,0.1379452899366116,1.0356,1.9319547100633885,0.8963547100633884
DG121196 (1),1.733,1.070617925587353,0.6623820744126472,1.2906,1.0141029073965435,0.27649709260345645,0.6894,0.946218286044733,0.256818286044733
DG121196 (1),1.3769,1.3747817495383636,0.002118250461636384,0.6346,1.3607176550575046,0.7261176550575046,0.5078,1.198912852373249,0.691112852373249
DG121196 (1),0.9803,0.9638794452987582,0.016420554701241707,0.8476,0.9638794452987582,0.11627944529875822,0.5669,0.9638794452987582,0.3969794452987583
DG121196 (1),1.681,1.6115748633366693,0.06942513666333072,1.2303,1.6104456151088944,0.38014561510889444,0.6441,1.553436235292002,0.9093362352920019
DG121196 (1),2.1798,2.2167439473685837,0.03694394736858353,1.0457,2.153665437308695,1.1079654373086951,0.803,1.953039555550526,1.150039555550526
DG121196 (1),2.0909,2.148455534668443,0.0575555346684431,2.0909,2.1467539085911564,0.055853908591156465,2.0909,1.8090927301018762,0.28180726989812377
DG121196 (1),1.1057,1.0941770039810321,0.01152299601896778,1.1057,1.0723366453389973,0.0333633546610026,1.1057,1.0365532205665122,0.06914677943348768
DG121196 (1),2.258,2.5767538675292916,0.3187538675292916,0.7454,2.5767538675292916,1.8313538675292915,0.5642,2.5767538675292916,2.0125538675292916
DG121196 (1),0.9779,0.9681670042516812,0.009732995748318762,0.9779,0.9635526150529146,0.014347384947085429,0.9779,0.4817923374036648,0.4961076625963352
DG121196 (1),1.6328,1.566528213390858,0.06627178660914201,1.4411,1.5660555249500467,0.12495552495004669,0.9916,1.4474516344763133,0.45585163447631327
DG121196 (1),0.9586,0.9550057997600545,0.0035942002399454998,0.9586,0.8807747499538402,0.07782525004615981,0.9586,0.8812550259178257,0.07734497408217433
DG121196 (1),1.3333,0.9922764159322858,0.34102358406771416,1.287,0.9602586752493761,0.3267413247506238,0.646,0.8434788171164685,0.19747881711646853
DG121196 (1),1.0041,0.9217572900368676,0.08234270996313242,0.5513,0.9217572900368676,0.37045729003686756,0.3055,0.9217572900368676,0.6162572900368676
DG121196 (1),1.0575,1.0440111397591858,0.013488860240814304,0.3379,1.0345795694508826,0.6966795694508826,0.4283,0.9191685820861997,0.49086858208619966
DG121196 (1),1.1539,1.145095262241856,0.008804737758143943,0.7864,1.1431906077400213,0.35679060774002136,0.5593,1.0441513137345224,0.4848513137345224
DG121196 (1),1.0689,1.058613540635377,0.010286459364623024,1.0689,1.0584071496567113,0.010492850343288618,1.0689,0.5292087127417832,0.5396912872582168
DG121196 (1),1.671,1.5145399942806816,0.1564600057193184,1.6695,1.1849400302095048,0.4845599697904952,0.9403,1.341643255448143,0.401343255448143
DG121196 (1),1.4548,1.2515661600768453,0.2032338399231548,1.0684,1.2447947659964516,0.17639476599645154,0.5496,0.9763757587980395,0.42677575879803953
DG121196 (1),1.0755,1.0718337372098732,0.0036662627901267175,0.4981,1.0717533612773664,0.5736533612773664,0.3364,0.5358778686339376,0.19947786863393763
